sp.pop,Genus_species,Common_name,Population,Habitat_type,Habitat_open,Habitat_closed,Habitat_cat,Habitat_heterogenity,Activity_pattern,DisperseM,DisperseF,solitaryM,solitaryF,Solitary,MF,MF_adult_off,MFF,FMM,FFMM,FF,MM,Sex_specific_group,Sex_specific_solitaryM,Sex_specific_solitaryF,Sibling,Nbr_of_studies,Nbr_social_units,Nbr_papers_for_each_field_sites,IVSO,main_SO,calculation_main_SO,foraging_style,level_of_society,Disruption,Locomotion,mean_Male_Galan,mean_Female_Galan,mean_other_Galan,sd_Male_Galan,sd_Female_Galan,sd_other_Galan,mean_Fruits_galan,mean_Seeds_galan,mean_Leaves_galan,mean_Flowers_galan,mean_Animal_galan,sd_Fruits_galan,sd_Seeds_galan,sd_Leaves_galan,sd_Flowers_galan,sd_Animals_galan
sp,Avahi_ramanantsoavanai,Manombo Wooly Lemur, , ,0,0,, ,Nocturnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Avahi_unicolor,Sambirano Wooly Lemur, , ,0,0,, ,Nocturnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Brachyteles_arachnoides,Southern Muriqui, ,Forest,0,1,closed,1,Diurnal,40,32, , , , , , , ,4, , , , , , ,3,4, ,none,FFMM,1,groups,ff,none,AR,9.61,8.07,8.84, , , ,20.8, ,66,12.2, , , , , , 
pop,Brachyteles_arachnoides,Southern Muriqui,"Fazenda Montes Carlos, Brazil",Forest,0,1,closed,1,Diurnal, , , , , , , , , ,1, , , , , , ,1,1,1,none,FFMM,1,groups,ff,none,AR,9.61,8.07,8.84, , , ,20.8, ,66,12.2, , , , , , 
pop,Brachyteles_arachnoides,Southern Muriqui,"Parque Estadual Carlos Bothelo, Brazil",Forest,0,1,closed,1,Diurnal,40,32, , , , , , , ,3, , , , , , ,2,3,2,none,FFMM,1,groups,ff,none,AR,9.61,8.07,8.84, , , ,20.8, ,66,12.2, , , , , , 
sp,Brachyteles_hypoxanthus,Northern Muriqui, ,Forest,0,1,closed,1,Diurnal, , , , , , , , , ,4, , , , , , ,6,4, ,none,FFMM,1,groups,ff,none,AR,9.6,8.4, , , , ,18.5, ,50.6,28.2, , , , , , 
pop,Brachyteles_hypoxanthus,Northern Muriqui,"RPPN- FMA, Brazil",Forest,0,1,closed,1,Diurnal, , , , , , , , , ,4, , , , , , , ,4,6,none,FFMM,1,groups,ff,none,AR,9.6,8.4, , , , ,18.5, ,50.6,28.2, , , , , , 
sp,Cacajao_calvus,Red Uakari Monkey / Bald Uakari, ,Forest_Wetland,0,1,closed,2,Diurnal, , , , , , , , , ,1, , , , , , ,1,1, ,none,FFMM,1,groups, ,none,AR,3.45,2.88, , , , ,18.4,67,3.3, ,5.2, , , , , 
pop,Cacajao_calvus,Red Uakari Monkey,"Lago Preto Conservation Concession, Peru",Forest_Wetland,0,1,closed,2,Diurnal, , , , , , , , , ,1, , , , , , , ,1,1,none,FFMM,1,groups,ff,none,AR,3.45,2.88, , , , ,18.4,67,3.3, ,5.2, , , , , 
sp,Cacajao_hosomi,Neblina Uakari, , ,0,0,, ,Diurnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Cacajao_melanocephalus,Golden Backed Uakari, ,Forest,0,1,closed,1,Diurnal,18,4, , , ,20, ,3,15,86,1,17,1, , , ,2,125, ,both,FFMM,0.688,groups, ,none,AR,3.16,2.7335,2.94,0,0.033234019, ,12,62,14.7,3.3,1.2, , , , , 
pop,Cacajao_melanocephalus,Golden Backed Uakari,"Jau National Park, Brazil",Forest,0,1,closed,1,Diurnal,18,4, , , ,20, ,3,15,86,1,17,1, , , , ,125,1,wp,FFMM,0.688,groups,ff,none,AR,3.16,2.7335,2.94,0,0.033234019, ,12,62,14.7,3.3,1.2, , , , , 
pop,Cacajao_melanocephalus,Golden Backed Uakari,"Pico da Neblina National Park, Brazil",Forest,0,1,closed,1,Diurnal, , , , , , , , , ,1, , , , , , , ,1,1,none,FFMM,1,groups,one,none,AR,3.16,2.7335,2.94,0,0.033234019, ,12,62,14.7,3.3,1.2, , , , , 
sp,Callibella_humilis,Black-crowned Dwarf Marmoset, , ,0,0,, ,Diurnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Callicebus_barbarabrownae,Blond Titi Monkey, , ,0,0,, ,Diurnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Callicebus_coimbrai,Coimbra-Filho's Titi Monkey, ,Forest,0,1,closed,1,Diurnal, , , , , ,1, , , , , , , , , , ,1,1, ,none,MF,1,groups, ,none,AR, ,1.165,1.21, , , ,61,10,22,4,3, , , , , 
pop,Callicebus_coimbrai,Coimbra-Filho's Titi Monkey,"Fazenda Trapsa, Brazil",Forest,0,1,closed,1,Diurnal, , , , , ,1, , , , , , , , , , , ,1,1,none,MF,1,groups,one,none,AR, ,1.165,1.21, , , ,61,10,22,4,3, , , , , 
sp,Callicebus_cupreus,Coppery Titi Monkey, , ,0,0,, ,Diurnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Callicebus_melanochir,Southern Bahian Titi Monkey, ,Forest,0,1,closed,1,Diurnal, , , , , ,1, , , , , , , , , , ,1,1, ,none,MF,1,groups, ,none,AR, ,1.4,1.37, , , ,54.7,21.9,17.2, , , , , , , 
pop,Callicebus_melanochir,Southern Bahian Titi Monkey,"Lemos Maia Experimental Station, Brazil",Forest,0,1,closed,1,Diurnal, , , , , ,1, , , , , , , , , , , ,1,1,none,MF,1,groups,one,none,AR, ,1.4,1.37, , , ,54.7,21.9,17.2, , , , , , , 
sp,Callicebus_nigrifrons,Black-fronted Titi Monkey, ,Forest,0,1,closed,1,Diurnal, , , , , ,2, , , , , , , , , , ,1,2, ,none,MF,1,groups,one,none,AR, , , , , , ,58.5, ,19,17.5,2, , , , , 
pop,Callicebus_nigrifrons,Black-fronted Titi Monkey,"Nature Reserve of Serra do Caraca, Brazil",Forest,0,1,closed,1,Diurnal, , , , , ,2, , , , , , , , , , , ,2,1,none,MF,1,groups,one,none,AR, , , , , , ,58.5, ,19,17.5,2, , , , , 
sp,Callicebus_personatus,Masked Titi Monkey, ,Forest_Grassland,1,1,both,2,Diurnal, , , , , ,2, , , , , , , , , , ,2,2, ,none,MF,1,groups, ,none,AR,1.27,1.378, , , , ,81, ,18,1, , , , , , 
pop,Callicebus_personatus,Masked Titi Monkey,"Lemos Maia Experimental station, Brazil",Forest_Grassland,1,1,both,2,Diurnal, , , , , ,1, , , , , , , , , , , ,1,1,none,MF,1,groups,one,none,AR,1.27,1.378, , , , ,81, ,18,1, , , , , , 
pop,Callicebus_personatus,Masked Titi Monkey,"Linhares Forest Reserve, Brazil",Forest,0,1,closed,1,Diurnal, , , , , ,1, , , , , , , , , , , ,1,1,none,MF,1,groups,one,none,AR,1.27,1.378, , , , ,81, ,18,1, , , , , , 
sp,Callimico_goeldii,Goeldi's Monkey, ,Forest_Wetland,0,1,closed,2,Diurnal, ,1, , , ,3, ,2,2,3, , , , , , ,3,10, ,both,MF_FFMM,0.3,groups,one,none,AR,0.499,0.468,0.48, , , ,31, , , ,34, , , , , 
pop,Callimico_goeldii,Goeldi's Monkey,"Pando Department, Bolivia",Forest_Wetland,0,1,closed,2,Diurnal, ,1, , , ,3, , ,2,2, , , , , , , ,7,1,wp,MF,0.428571429,groups,one,none,AR,0.499,0.468,0.48, , , ,31, , , ,34, , , , , 
pop,Callimico_goeldii,Goeldi's Monkey,"Rio Tahuamanu, Peru",Forest_Wetland,0,1,closed,2,Diurnal, , , , , , , ,1, ,1, , , , , , , ,2,1,wp,MFF_FFMM,0.5,groups,one,none,AR,0.499,0.468,0.48, , , ,31, , , ,34, , , , , 
pop,Callimico_goeldii,Goeldi's Monkey,"Mucden, Bolivia",Forest_Wetland,0,1,closed,2,Diurnal, , , , , , , ,1, , , , , , , , , ,1,1,none,MFF,1,groups,one,none,AR,0.499,0.468,0.48, , , ,31, , , ,34, , , , , 
sp,Callithrix_aurita,Buffy-tufted-ear Marmoset, ,Forest_Wetland,0,1,closed,2,Diurnal, , , , , ,1, ,1, ,1, , , , , , ,2,3, ,bp,MF_MFF_FFMM,0.333333333,groups,one,yes,AR,0.453,0.431,0.44, , , ,28.67, , , ,29.66, , , , , 
pop,Callithrix_aurita,Buffy-tufted-ear Marmoset,"Cunha Nucleus Mar State Park, Brazil",Forest_Wetland,0,1,closed,2,Diurnal, , , , , , , ,1, ,1, , , , , , , ,2,1,wp,MFF_FFMM,0.5,groups,one,yes,AR,0.453,0.431,0.44, , , ,28.67, , , ,29.66, , , , , 
pop,Callithrix_aurita,Buffy-tufted-ear Marmoset,"Fazenda Lagoa, Brazil",Forest,0,1,closed,1,Diurnal, , , , , ,1, , , , , , , , , , , ,1,1,none,MF,1,groups,one,none,AR,0.453,0.431,0.44, , , ,28.67, , , ,29.66, , , , , 
sp,Callithrix_flaviceps,Buffy-headed Marmoset, ,Forest,0,1,closed,1,Diurnal, , , , , , , , ,1,3, , , , , , ,2,4, ,bp,FFMM,0.75,groups,one,yes,AR,0.43,0.43, , , , ,5.845,4.04, , ,17.31,5.381082605, , , ,3.648670991
pop,Callithrix_flaviceps,Buffy-headed Marmoset,"Augusto Ruschi Biological Reserve, Brazil",Forest,0,1,closed,1,Diurnal, , , , , , , , , ,2, , , , , , , ,2,1,none,FFMM,1,groups,one,none,AR,0.43,0.43, , , , ,5.845,4.04, , ,17.31,5.381082605, , , ,3.648670991
pop,Callithrix_flaviceps,Buffy-headed Marmoset,"Fazenda Montes Carlos, Brazil",Forest,0,1,closed,1,Diurnal, , , , , , , , ,1,1, , , , , , , ,2,1,wp,FMM_FFMM,0.5,groups,one,yes,AR,0.43,0.43, , , , ,5.845,4.04, , ,17.31,5.381082605, , , ,3.648670991
sp,Callithrix_geoffroyi,Geoffroy's Tufted-ear Marmoset, , ,0,0,, ,Diurnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Callithrix_jacchus,Common Marmoset, ,Forest_Artificial_Shrubland,1,1,both,2,Diurnal, , , , , ,4, ,4,6,18, , , , , , ,8,32, ,both,FFMM,0.5625,groups,one,none,AR,0.317,0.324,0.32, , , ,23, , , ,9, , , , , 
pop,Callithrix_jacchus,Common Marmoset,"Camaragibe Pernambuco, Brazil",Forest_Artificial,0,1,closed,2,Diurnal, , , , , , , ,1, ,1, , , , , , , ,2,2,wp,MFF_FFMM,0.5,groups,one,none,AR,0.317,0.324,0.32, , , ,23, , , ,9, , , , , 
pop,Callithrix_jacchus,Common Marmoset,"Dois Irmfios Forest, Brazil",Forest_Artificial,0,1,closed,2,Diurnal, , , , , , , , ,1,7, , , , , , , ,8,1,wp,FFMM,0.875,groups,one,none,AR,0.317,0.324,0.32, , , ,23, , , ,9, , , , , 
pop,Callithrix_jacchus,Common Marmoset,"Ecological station of Tapacura, Brazil",Forest_Shrubland,1,1,both,2,Diurnal, , , , , , , ,2,3,5, , , , , , , ,10,2,wp,FFMM,0.5,groups,one,none,AR,0.317,0.324,0.32, , , ,23, , , ,9, , , , , 
pop,Callithrix_jacchus,Common Marmoset,"EFLEX-IBAMA, Brazil",Forest,0,1,closed,1,Diurnal, , , , , , , ,1, ,4, , , , , , , ,5,1,wp,FFMM,0.8,groups,one,none,AR,0.317,0.324,0.32, , , ,23, , , ,9, , , , , 
pop,Callithrix_jacchus,Common Marmoset,"Baracuhy Biological Station, Brazil",Forest,0,1,closed,1,Diurnal, , , , , ,4, , ,2,1, , , , , , , ,7,2,wp,MF,0.571428571,groups,one,none,AR,0.317,0.324,0.32, , , ,23, , , ,9, , , , , 
sp,Callithrix_kuhlii,Wied's Black-tufted-ear Marmoset, , ,0,0,, ,Diurnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Callithrix_penicillata,Black-tufted-ear Marmoset, ,Forest_Savanna_Shrubland,1,1,both,3,Diurnal, , , , , , , ,2, ,1, , , , , , ,2,3, ,bp,MFF,0.666666667,groups,one,none,AR,0.344,0.307, , , , , , , , ,30, , , , , 
pop,Callithrix_penicillata,Black-tufted-ear Marmoset,"Bauru, Brazil",Forest,0,1,closed,1,Diurnal, , , , , , , ,2, , , , , , , , , ,2,1,none,MFF,1,groups,one,none,AR,0.344,0.307, , , , , , , , ,30, , , , , 
pop,Callithrix_penicillata,Black-tufted-ear Marmoset,"Brazilian Botanical Garden, Brazil",Forest_Savanna_Shrubland,1,1,both,3,Diurnal, , , , , , , , , ,1, , , , , , , ,1,1,none,FFMM,1,groups,one,none,AR,0.344,0.307, , , , , , , , ,30, , , , , 
sp,Cebuela_pygmaea,Pygmy Marmoset, ,Forest,0,1,closed,1,Diurnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none,AR, , , , , , , , , , , , , , , , 
sp,Cebus_aequatorialis,Ecuadorian White-fronted Capuchin, ,Forest_Wetland,0,1,closed,2,Diurnal, , , , , ,1, ,2, ,9, , , , , , ,1,12, ,both,FFMM,0.75,groups,one,none,AR,2.65,1.7, , , , , , , , , , , , , , 
pop,Cebus_aequatorialis,Ecuadorian White-fronted Capuchin,"Cerro Blanco Protected Forest, Ecuator",Forest_Wetland,0,1,closed,2,Diurnal, , , , , , , , , ,3, , , , , , , ,3,1,none,FFMM,1,groups,one,none,AR,2.65,1.7, , , , , , , , , , , , , , 
pop,Cebus_aequatorialis,Ecuadorian White-fronted Capuchin,"Hacienda Paraiso, Ecuator",Forest_Wetland,0,1,closed,2,Diurnal, , , , , ,1, ,1, ,3, , , , , , , ,5,1,wp,FFMM,0.6,groups,one,none,AR,2.65,1.7, , , , , , , , , , , , , , 
pop,Cebus_aequatorialis,Ecuadorian White-fronted Capuchin,"Jauneche, Ecuator",Forest_Wetland,0,1,closed,2,Diurnal, , , , , , , , , ,2, , , , , , , ,2,1,none,FFMM,1,groups,one,none,AR,2.65,1.7, , , , , , , , , , , , , , 
pop,Cebus_aequatorialis,Ecuadorian White-fronted Capuchin,"La Hesperia Biological Reserve, Ecuator",Forest_Wetland,0,1,closed,2,Diurnal, , , , , , , ,1, , , , , , , , , ,1,1,none,MFF,1,groups,one,none,AR,2.65,1.7, , , , , , , , , , , , , , 
pop,Cebus_aequatorialis,Ecuadorian White-fronted Capuchin,"Lalo Loor Dry Forest Reserve, Ecuator",Forest_Wetland,0,1,closed,2,Diurnal, , , , , , , , , ,1, , , , , , , ,1,1,none,FFMM,1,groups,one,none,AR,2.65,1.7, , , , , , , , , , , , , , 
sp,Cebus_albifrons,Humboldt's White-fronted Capuchin, ,Forest,0,1,closed,1,Diurnal, , , , , , , ,1, , , , , , , , ,1,1, ,none,MFF,1,groups,one,none,BOTH,3.18,2.29,2.74, , , , , , , , , , , , , 
pop,Cebus_albifrons,Humboldt's White-fronted Capuchin,"TBS, Ecuador",Forest,0,1,closed,1,Diurnal, , , , , , , ,1, , , , , , , , , ,1,1,none,MFF,1,groups,one,none,BOTH,3.18,2.29,2.74, , , , , , , , , , , , , 
sp,Cebus_brunneus,Brown Capuchin, , ,0,0,, ,Diurnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Cebus_capucinus,Colombian White-faced Capuchin, ,Forest_Wetland,0,1,closed,2,Diurnal, , , , , , , ,11, ,67, , , , , , ,11,78, ,both,FFMM,0.858974359,groups,one,none,AR,3.68,2.54,3.11, , , , , , , , , , , , , 
pop,Cebus_capucinus,Colombian White-faced Capuchin,"Barro Colorado Island, Panama",Forest,0,1,closed,1,Diurnal, , , , , , , , , ,9, , , , , , , ,9,2,none,FFMM,1,groups,one,none,AR,3.68,2.54,3.11, , , , , , , , , , , , , 
pop,Cebus_capucinus,Colombian White-faced Capuchin,"La Selva Biological Station, Costa Rica",Forest_Wetland,0,1,closed,2,Diurnal, , , , , , , , , ,2, , , , , , , ,2,1,none,FFMM,1,groups,one,none,AR,3.68,2.54,3.11, , , , , , , , , , , , , 
pop,Cebus_capucinus,Colombian White-faced Capuchin,"Lomas Barbudal Biological Reserve, Costa Rica",Forest_Wetland,0,1,closed,2,Diurnal, , , , , , , ,2, ,23, , , , , , , ,25,5,wp,FFMM,0.92,groups,one,none,AR,3.68,2.54,3.11, , , , , , , , , , , , , 
pop,Cebus_capucinus,Colombian White-faced Capuchin,"Santa Rosa, Costa Rica",Forest,0,1,closed,1,Diurnal, , , , , , , ,9, ,33, , , , , , , ,42,4,wp,FFMM,0.785714286,groups,one,none,AR,3.68,2.54,3.11, , , , , , , , , , , , , 
sp,Cebus_cesarae,Rio Cesar White-fronted Capuchin, , ,0,0,, ,Diurnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Cebus_cuscinus,Shock-headed Capuchin, , ,0,0,, ,Diurnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Cebus_kaapori,Ka'apor Capuchin, ,Forest,0,1,closed,1,Diurnal, , , , , , , , , ,1, , , , , , ,1,1, ,none,FFMM,1,groups,one,none,AR,3,2.4,2.7, , , ,74, , , ,13, , , , , 
pop,Cebus_kaapori,Ka'apor Capuchin,"Goianesia do Para, Brazil",Forest,0,1,closed,1,Diurnal, , , , , , , , , ,1, , , , , , , ,1,1,none,FFMM,1,groups,one,none,AR,3,2.4,2.7, , , ,74, , , ,13, , , , , 
sp,Cebus_malitiosus,Santa Marta White-Fronted Capuchin, , ,0,0,, ,Diurnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Cebus_olivaceus,Guianan Weeper Capuchin, , ,0,0,,1,Diurnal, , , , , , , ,3, ,1, , , , , , ,2,4, ,wp,MFF,0.75,groups,one,none,AR,3.24,2.52,2.88, , , ,65, , ,1,28, , , , , 
pop,Cebus_olivaceus,Guianan Weeper Capuchin,"Fundo Pecquario Masaguaral, Venezuela",Forest,0,1,closed,1,Diurnal, , , , , , , ,3, ,1, , , , , , , ,4,2,wp,MFF,0.75,groups,one,none,AR,3.24,2.52,2.88, , , ,65, , ,1,28, , , , , 
sp,Cebus_versicolor,Varied White-fronted Capuchin, , ,0,0,, ,Diurnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Cercocebus_agilis,Agile Mangabey, ,Forest_Grassland_Wetland,1,1,both,2,Diurnal, , , , , ,1, ,2, ,1, , , , , , ,2,4, ,wp,MFF,0.5,groups,ff,yes,BOTH,9.5,5.66,7.58, , , ,76, , , , , , , , , 
pop,Cercocebus_agilis,Agile Mangabey,"Dzanga Ndoki National Park, Central African Republic",Forest_Grassland,1,1,both,2,Diurnal, , , , , , , , , ,1, , , , , , , ,1,1,none,FFMM,1,groups,one,none,BOTH,9.5,5.66,7.58, , , ,76, , , , , , , , , 
pop,Cercocebus_agilis,Agile Mangabey,"M'Bondou, Gabon",Forest_Wetland,0,1,closed,2,Diurnal, , , , , ,1, ,2, , , , , , , , , ,3,1,wp,MFF,0.666666667,groups,ff,yes,BOTH,9.5,5.66,7.58, , , ,76, , , , , , , , , 
sp,Cercocebus_atys,Sooty Mangabey, ,Forest,0,1,closed,1,Diurnal, , , , , , , , , ,3, , , , , , ,3,3, ,none,FFMM,1,groups,one,none,T,11,6.2, , , , ,20,58,1,1.3,13, , , , , 
pop,Cercocebus_atys,Sooty Mangabey,"Taï National Park, Ivory Coast",Forest,0,1,closed,1,Diurnal, , , , , , , , , ,3, , , , , , , ,3,3,none,FFMM,1,groups,one,none,T,11,6.2, , , , ,20,58,1,1.3,13, , , , , 
sp,Cercocebus_chrysogaster,Golden Bellied Mangabey, , ,0,0,, ,Diurnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Cercocebus_galeritus,Tana River/ Crested Mangabey, ,Forest_Grassland_Wetland,1,1,both,3,Diurnal, , , , , , , ,1, ,7, , , , , , ,2,8, ,wp,FFMM,0.875,groups,one,none,BOTH,9.61,5.26,7.44, , , ,61.4,18,2.5,1.9, , , , , , 
pop,Cercocebus_galeritus,Tana River/ Crested Mangabey,"Tana River, Kenya",Forest_Grassland_Wetland,1,1,both,3,Diurnal, , , , , , , ,1, ,7, , , , , , , ,8,2,wp,FFMM,0.875,groups,one,none,BOTH,9.61,5.26,7.44, , , ,61.4,18,2.5,1.9, , , , , , 
sp,Cercocebus_lunulatus,White napped Mangabey, ,Forest,0,1,closed,1,Diurnal, , , , , , , ,1, , , , , , , , ,1,1, ,none,MFF,1,groups,one,none,T,9.45,5.1,7.28, , , , , , , , , , , , , 
pop,Cercocebus_lunulatus,White napped Mangabey,"Comoé National Park, Ivory Coast",Forest,0,1,closed,1,Diurnal, , , , , , , ,1, , , , , , , , , ,1,1,none,MFF,1,groups,one,none,T,9.45,5.1,7.28, , , , , , , , , , , , , 
sp,Cercocebus_sanjei,Sanje Mangabey, ,Forest,0,1,closed,1,Diurnal, , , , , , , , , ,2, , , , , , ,2,2, ,none,FFMM,1,groups,one,yes,BOTH,10.3,5.8,8.05, , , ,50,27,4,2,11, , , , , 
pop,Cercocebus_sanjei,Sanje Mangabey,"Udzungwa Mountain National Park, Tanzania",Forest,0,1,closed,1,Diurnal, , , , , , , , , ,2, , , , , , , ,2,2,none,FFMM,1,groups,one,yes,BOTH,10.3,5.8,8.05, , , ,50,27,4,2,11, , , , , 
sp,Cercocebus_torquatus,Red capped Mangabey, ,Shrubland_Grassland_Forest_Wetland,1,1,both,3,Diurnal, , , , , , , ,1, ,2, , , , , , ,1,3, ,wp,FFMM,0.666666667,groups,ff,none,BOTH,9.47,5.5, , , , , , , , , , , , , , 
pop,Cercocebus_torquatus,Red capped Mangabey,"Sentier Nature Forest, Gabon",Shrubland_Grassland_Forest_Wetland,1,1,both,3,Diurnal, , , , , , , ,1, ,2, , , , , , , ,3,1,wp,FFMM,0.666666667,groups,ff,none,BOTH,9.47,5.5, , , , , , , , , , , , , , 
sp,Cercopithecus_ascanius,Red-tailed Monkey/Guenon, ,Grassland_Forest_Woodland,1,1,both,3,Diurnal,5, , , , , , ,16, ,1, , , , , , ,6,17, ,both,MFF,0.941176471,groups,one,none,AR,3.69,2.79,3.24, , , , , , , , , , , , , 
pop,Cercopithecus_ascanius,Red-tailed Monkey/Guenon,"Kibale National Park, Uganda",Grassland_Forest_Woodland,1,1,both,3,Diurnal,1, , , , , , ,9, , , , , , , , , ,9,2,none,MFF,1,groups,one,none,AR,3.69,2.79,3.24, , , , , , , , , , , , , 
pop,Cercopithecus_ascanius,Red-tailed Monkey/Guenon,"Kibale Forest, Uganda",Forest,0,1,closed,1,Diurnal,2, , , , , , ,5, , , , , , , , , ,5,2,none,MFF,1,groups,one,none,AR,3.69,2.79,3.24, , , , , , , , , , , , , 
pop,Cercopithecus_ascanius,Red-tailed Monkey/Guenon,"Kakamega Forest, Kenya",Forest,0,1,closed,1,Diurnal, , , , , , , ,1, ,1, , , , , , , ,2,1,wp,MFF_FFMM,0.5,groups,one,none,AR,3.69,2.79,3.24, , , , , , , , , , , , , 
pop,Cercopithecus_ascanius,Red-tailed Monkey/Guenon,"Kasala Forest Reserve, Uganda",Forest,0,1,closed,1,Diurnal,2, , , , , , ,1, , , , , , , , , ,1,1,none,MFF,1,groups,one,none,AR,3.69,2.79,3.24, , , , , , , , , , , , , 
sp,Cercopithecus_campbelli,Campbell's Monkey/Guenon, ,Forest,0,1,closed,1,Diurnal, , , , , , , ,8, , , , , , , , ,4,8, ,none,MFF,1,groups,one,none,AR,4.5,2.7,3.6, , , ,46, ,8,1,33, , , , , 
pop,Cercopithecus_campbelli,Campbell's Monkey/Guenon,"Taï National Park, Ivory Coast",Forest,0,1,closed,1,Diurnal, , , , , , , ,8, , , , , , , , , ,8,4,none,MFF,1,groups,one,none,AR,4.5,2.7,3.6, , , ,46, ,8,1,33, , , , , 
sp,Cercopithecus_cephus,Moustached Monkey/Guenon, ,Forest_Rocky,1,1,both,2,Diurnal, , , , , ,1, ,1, , , , , , , , ,1,2, ,wp,MF_MFF,0.5,groups,one,none,AR,4.09,2.88,3.48, , , ,80, , , ,19, , , , , 
pop,Cercopithecus_cephus,Moustached Monkey/Guenon,"M'passa, Gabon",Forest,0,1,closed,1,Diurnal, , , , , ,1, ,1, , , , , , , , , ,2,1,wp,MF_MFF,0.5,groups,one,none,AR,4.09,2.88,3.48, , , ,80, , , ,19, , , , , 
sp,Cercopithecus_denti,Crowned Monkey, ,Forest_Rocky,1,1,both,2,Diurnal, , , , , , , ,1, , , , , , , , ,1,1, ,none,MFF,1,groups, ,none,AR,4.25,2.83,3.54, , , , , , , , , , , , , 
pop,Cercopithecus_denti,Crowned Monkey,"M'passa, Gabon",Forest,0,1,closed,1,Diurnal, , , , , , , ,1, , , , , , , , , ,1,1,none,MFF,1,groups, ,none,AR,4.25,2.83,3.54, , , , , , , , , , , , , 
sp,Cercopithecus_diana,Diana Monkey, ,Forest,0,1,closed,1,Diurnal, , , , , , , ,16, , , , , , , , ,8,16, ,none,MFF,1,groups,one,none,AR,5.2,3.9,4.5, , , ,59, ,16,3,16, , , , , 
pop,Cercopithecus_diana,Diana Monkey,"Taï National Park, Ivory Coast",Forest,0,1,closed,1,Diurnal, , , , , , , ,14, , , , , , , , , ,14,7,none,MFF,1,groups,one,none,AR,5.2,3.9,4.5, , , ,59, ,16,3,16, , , , , 
pop,Cercopithecus_diana,Diana Monkey,"Tiwai, Sierra Leone",Forest,0,1,closed,1,Diurnal, , , , , , , ,2, , , , , , , , , ,2,1,none,MFF,1,groups,one,none,AR,5.2,3.9,4.5, , , ,59, ,16,3,16, , , , , 
sp,Cercopithecus_dryas,Dryas Monkey, , ,0,0,, ,Diurnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Cercopithecus_erythrogaster,White-throated Monkey, ,Forest,0,1,closed,1,Diurnal,1, , , , , , ,1, , , , , , , , ,1,1, ,none,MFF,1,groups, ,none,AR,4,3,3.5, , , , , , , , , , , , , 
pop,Cercopithecus_erythrogaster,White-throated Monkey,"Okomu Forest Reserve, Nigeria",Forest,0,1,closed,1,Diurnal,1, , , , , , ,1, , , , , , , , , ,1,1,none,MFF,1,groups, ,none,AR,4,3,3.5, , , , , , , , , , , , , 
sp,Cercopithecus_erythrotis,Red-eared Monkey, , ,0,0,, ,Diurnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , ,85, , , , , , , , , 
sp,Cercopithecus_hamlyni,Owl-faced Monkey, , ,0,0,, ,Diurnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Cercopithecus_lowei,Lowe's Monkey, ,Forest,0,1,closed,1,Diurnal, , , , , , , ,1, , , , , , , , ,1,1, ,none,MFF,1,groups,ff,none,AR,5.2,2.6,3.9, , , ,25, , , ,59.5, , , , , 
pop,Cercopithecus_lowei,Lowe's Monkey,"Adiopodoumé, Ivory Coast",Forest,0,1,closed,1,Diurnal, , , , , , , ,1, , , , , , , , , ,1,1,none,MFF,1,groups,ff,yes,AR,5.2,2.6,3.9, , , ,25, , , ,59.5, , , , , 
sp,Cercopithecus_mitis,Blue Monkey, ,Forest_Grassland_Woodland,1,1,both,2,Diurnal,18, , , , , , ,26, ,4,1, , , , , ,11,30, ,both,MFF,0.866666667,groups,ff,yes,AR,5.85,3.93,4.89, , , ,56.46, ,20,8.55,25.56, , , , , 
